header,type,class,mechanism,group,snp,Can be confirmed,Cluster_ID,Cluster_other_groups,Cluster_classes
MEG_3540|Drugs|betalactams|Class_A_betalactamases|LEN,Drugs,betalactams,Class A betalactamases,LEN,,,0,AAK; OHIO; OKP; OXA; SHV,betalactams
MEG_10523|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10524|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10525|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10526|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10527|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10528|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10529|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10530|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10531|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10532|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10533|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10534|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10535|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10536|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10537|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10538|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10539|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10540|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10541|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10542|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10543|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10544|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10545|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10546|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10547|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10548|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10549|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10550|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10551|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10552|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10553|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10554|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10555|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10556|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10557|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10558|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10559|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10560|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10561|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10562|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10563|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10564|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10565|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10566|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10567|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10568|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10569|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10570|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10571|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10572|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10573|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10574|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10575|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10576|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10577|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10578|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10579|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10580|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10581|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10582|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10583|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10584|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10585|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10586|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10587|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10588|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10589|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10590|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10591|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10592|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10593|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10594|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10595|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10596|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10597|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10598|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10599|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10600|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10601|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10602|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10603|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10604|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10605|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10606|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10607|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10608|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10609|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10610|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10611|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10612|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10613|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10614|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10615|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10616|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10617|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10618|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10619|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10620|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10621|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10622|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10623|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10624|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10625|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10626|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10627|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10628|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10629|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10630|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10631|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10632|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10633|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10634|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10635|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10636|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10637|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10638|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10639|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10640|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10641|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10642|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10643|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10644|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10645|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10646|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10647|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10648|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10649|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10650|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10651|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10652|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10653|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10654|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10655|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10656|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10657|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10658|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10659|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10660|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10661|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10662|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10663|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10664|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10665|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10666|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10667|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10668|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10669|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10670|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10671|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10672|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10673|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10674|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10675|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10676|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10677|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10678|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10679|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10680|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10681|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10682|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10683|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10684|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
MEG_10685|Drugs|betalactams|Class_A_betalactamases|OKP,Drugs,betalactams,Class A betalactamases,OKP,,,0,AAK; LEN; OHIO; OXA; SHV,betalactams
